videoViewCount,videoLikeCount,favoriteCount,commentCount,videoPublishedAt,channelId,title,description,thumbnails,channelTitle,tags,categoryId,liveBroadcastContent,localized,defaultAudioLanguage,defaultLanguage,0,channel_title,channelViewCount,channelSubscriberCount,country
911,72,0,12,2020-03-30 16:03:25,UCAHRby1-eD2Zxzp0ltrxjsw,B FACE yarashuhije Abanyagitega birakomera (PART 1),"#Gitega, #ChampionatSlam
28/03/2020","{'default': {'url': 'https://i.ytimg.com/vi/sEfNyISVAPc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sEfNyISVAPc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sEfNyISVAPc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/sEfNyISVAPc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/sEfNyISVAPc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,,10,none,"{'title': 'B FACE yarashuhije Abanyagitega birakomera (PART 1)', 'description': '#Gitega, #ChampionatSlam\n28/03/2020'}",sw,,10,B-Face Official,4986958,83500,TZ
846,60,0,8,2020-11-17 11:32:09,UCAHRby1-eD2Zxzp0ltrxjsw,Ibihe ntibagirwa kuri GUERRA PLAZZA | B Face,#LundiMechant,"{'default': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,,10,none,"{'title': 'Ibihe ntibagirwa kuri GUERRA PLAZZA | B Face', 'description': '#LundiMechant'}",sw,,10,B-Face Official,4986958,83500,TZ
846,60,0,8,2020-11-17 11:32:09,UCAHRby1-eD2Zxzp0ltrxjsw,Ibihe ntibagirwa kuri GUERRA PLAZZA | B Face,#LundiMechant,"{'default': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/1MH-ST69Cro/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,,10,none,"{'title': 'Ibihe ntibagirwa kuri GUERRA PLAZZA | B Face', 'description': '#LundiMechant'}",sw,,10,B-Face Official,4986958,83500,TZ
3113,262,0,38,2021-02-04 13:43:28,UCAHRby1-eD2Zxzp0ltrxjsw,"Story of My Song: B Face aravuze vyose utaruzi kuri INSOLITES, ivyamubayeko muri Studio.","B Face yafashe akanya gakwiye arasigura indirimbo yiwe nshasha yise INSOLITES. Aravu kuvyamubayeko muri Studio mu gihe yariko arayikora.
Aravuga vyinshi utaruzi kuri iyo ndirimbo yiwe.
.................................................................................................

Buy and Stream on: 
Deezer: https://www.deezer.com/us/album/203825512
Spotify: https://open.spotify.com/album/57j6CTsAL7d5sPZ0hVJ5b2
Apple Music: https://music.apple.com/tz/album/insolites-feat-meili-single/1551389449

All right reserved @RapBusiness 2021","{'default': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,"['Insolites', 'Insolites by B Face', 'B Face', 'Sat B', 'Beautiful', 'Meddy', 'Beautiful by Sat B', 'Diamond Platinumz', 'Shusha by Baba Levo', 'Baba Levo', 'Sukari', 'Zuchu', 'Sound from Africa', 'Rayvany', 'Wasafi', 'Justin Bieber', 'Lil Wayne', 'Nick Minaj', 'Big Fizzo', 'Miss Burundi 2021', 'Miss Ngoma', 'Natacha', 'Alvin Smith', 'Olegue', 'Korayo']",10,none,"{'title': 'Story of My Song: B Face aravuze vyose utaruzi kuri INSOLITES, ivyamubayeko muri Studio.', 'description': 'B Face yafashe akanya gakwiye arasigura indirimbo yiwe nshasha yise INSOLITES. Aravu kuvyamubayeko muri Studio mu gihe yariko arayikora.\nAravuga vyinshi utaruzi kuri iyo ndirimbo yiwe.\n.................................................................................................\n\nBuy and Stream on: \nDeezer: https://www.deezer.com/us/album/203825512\nSpotify: https://open.spotify.com/album/57j6CTsAL7d5sPZ0hVJ5b2\nApple Music: https://music.apple.com/tz/album/insolites-feat-meili-single/1551389449\n\nAll right reserved @RapBusiness 2021'}",sw,,10,B-Face Official,4986958,83500,TZ
3113,262,0,38,2021-02-04 13:43:28,UCAHRby1-eD2Zxzp0ltrxjsw,"Story of My Song: B Face aravuze vyose utaruzi kuri INSOLITES, ivyamubayeko muri Studio.","B Face yafashe akanya gakwiye arasigura indirimbo yiwe nshasha yise INSOLITES. Aravu kuvyamubayeko muri Studio mu gihe yariko arayikora.
Aravuga vyinshi utaruzi kuri iyo ndirimbo yiwe.
.................................................................................................

Buy and Stream on: 
Deezer: https://www.deezer.com/us/album/203825512
Spotify: https://open.spotify.com/album/57j6CTsAL7d5sPZ0hVJ5b2
Apple Music: https://music.apple.com/tz/album/insolites-feat-meili-single/1551389449

All right reserved @RapBusiness 2021","{'default': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/EFFZPysaeQg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,"['Insolites', 'Insolites by B Face', 'B Face', 'Sat B', 'Beautiful', 'Meddy', 'Beautiful by Sat B', 'Diamond Platinumz', 'Shusha by Baba Levo', 'Baba Levo', 'Sukari', 'Zuchu', 'Sound from Africa', 'Rayvany', 'Wasafi', 'Justin Bieber', 'Lil Wayne', 'Nick Minaj', 'Big Fizzo', 'Miss Burundi 2021', 'Miss Ngoma', 'Natacha', 'Alvin Smith', 'Olegue', 'Korayo']",10,none,"{'title': 'Story of My Song: B Face aravuze vyose utaruzi kuri INSOLITES, ivyamubayeko muri Studio.', 'description': 'B Face yafashe akanya gakwiye arasigura indirimbo yiwe nshasha yise INSOLITES. Aravu kuvyamubayeko muri Studio mu gihe yariko arayikora.\nAravuga vyinshi utaruzi kuri iyo ndirimbo yiwe.\n.................................................................................................\n\nBuy and Stream on: \nDeezer: https://www.deezer.com/us/album/203825512\nSpotify: https://open.spotify.com/album/57j6CTsAL7d5sPZ0hVJ5b2\nApple Music: https://music.apple.com/tz/album/insolites-feat-meili-single/1551389449\n\nAll right reserved @RapBusiness 2021'}",sw,,10,B-Face Official,4986958,83500,TZ
1979,44,0,7,2017-05-01 13:40:05,UCAHRby1-eD2Zxzp0ltrxjsw,"B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE","B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE","{'default': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,"['B FACE', 'RALLY JOE', 'DARASSA']",22,none,"{'title': 'B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE', 'description': 'B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE'}",sw,,22,B-Face Official,4986958,83500,TZ
1979,44,0,7,2017-05-01 13:40:05,UCAHRby1-eD2Zxzp0ltrxjsw,"B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE","B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE","{'default': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/FIcOSluhpio/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,"['B FACE', 'RALLY JOE', 'DARASSA']",22,none,"{'title': 'B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE', 'description': 'B FACE LIVE PERFORMANCE IN RUMONGE 9TH APRIL,2017 AT STADE IZERE'}",sw,,22,B-Face Official,4986958,83500,TZ
1162,98,0,12,2021-01-02 08:00:26,UCAHRby1-eD2Zxzp0ltrxjsw,"Amateka ntibagirwa kuri B FACE i Ngozi, Tamba ku Gasaka, Umuriro waratse","B Face yandikishije Amateka akomeye  i Ngozi, mu giteramo citiriwe amahiganwa yo gutamba ""Tamba ku Gasaka Edition 6"".

Enjoy and don't forget to Subscribe, Like, Comment and Share","{'default': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,,10,none,"{'title': 'Amateka ntibagirwa kuri B FACE i Ngozi, Tamba ku Gasaka, Umuriro waratse', 'description': 'B Face yandikishije Amateka akomeye  i Ngozi, mu giteramo citiriwe amahiganwa yo gutamba ""Tamba ku Gasaka Edition 6"".\n\nEnjoy and don\'t forget to Subscribe, Like, Comment and Share'}",sw,,10,B-Face Official,4986958,83500,TZ
1162,98,0,12,2021-01-02 08:00:26,UCAHRby1-eD2Zxzp0ltrxjsw,"Amateka ntibagirwa kuri B FACE i Ngozi, Tamba ku Gasaka, Umuriro waratse","B Face yandikishije Amateka akomeye  i Ngozi, mu giteramo citiriwe amahiganwa yo gutamba ""Tamba ku Gasaka Edition 6"".

Enjoy and don't forget to Subscribe, Like, Comment and Share","{'default': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/IsImQLoD1AI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",B-Face Official,,10,none,"{'title': 'Amateka ntibagirwa kuri B FACE i Ngozi, Tamba ku Gasaka, Umuriro waratse', 'description': 'B Face yandikishije Amateka akomeye  i Ngozi, mu giteramo citiriwe amahiganwa yo gutamba ""Tamba ku Gasaka Edition 6"".\n\nEnjoy and don\'t forget to Subscribe, Like, Comment and Share'}",sw,,10,B-Face Official,4986958,83500,TZ
45105,4101,0,339,2023-03-09 18:00:07,UCkyBtxQh0H5yOU5RjtHNr-w,"Vania Ice - Narahezagiwe ft B face, Dj Paulin (Official audio video)","When Dancehall meets Gospel in Burundi, this time around Vania Ice alongside B Face on the Flo Rap Commando reveals a new face. 
 Narahezagiwe”I’ve been blessed” her new single.
For she has been blessed, she doesn’t focus on background noise makers.
They live with mockers on a daily  basis but the God we serve is the Great AM. 
Our blessings are rooted in Prayer, they can not be up rooted by their hands.
They stay behind us.
Thanks to the prayer, it helped me turn the situation around.
They don’t cease to write us off but when God surprises us He catches them off guard.

Narahezagiwe was produced by Amir Pro in MA Production and directed by Landry SB and in Grand Pictures production.

Follow Vania Ice on :
https://www.facebook.com/mvpvania
https://www.instagram.com/mvpvania/
https://www.youtube.com/@mvpvania
https://www.tiktok.com/@mvpvania","{'default': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Vania Ice,"['bface', 'vaniaice', 'burundi', 'djpaulin', 'rwanda']",10,none,"{'title': 'Vania Ice - Narahezagiwe ft B face, Dj Paulin (Official audio video)', 'description': 'When Dancehall meets Gospel in Burundi, this time around Vania Ice alongside B Face on the Flo Rap Commando reveals a new face. \n Narahezagiwe”I’ve been blessed” her new single.\nFor she has been blessed, she doesn’t focus on background noise makers.\nThey live with mockers on a daily  basis but the God we serve is the Great AM. \nOur blessings are rooted in Prayer, they can not be up rooted by their hands.\nThey stay behind us.\nThanks to the prayer, it helped me turn the situation around.\nThey don’t cease to write us off but when God surprises us He catches them off guard.\n\nNarahezagiwe was produced by Amir Pro in MA Production and directed by Landry SB and in Grand Pictures production.\n\nFollow Vania Ice on :\nhttps://www.facebook.com/mvpvania\nhttps://www.instagram.com/mvpvania/\nhttps://www.youtube.com/@mvpvania\nhttps://www.tiktok.com/@mvpvania'}",,,10,Vania Ice,419293,12900,TZ
45105,4101,0,339,2023-03-09 18:00:07,UCkyBtxQh0H5yOU5RjtHNr-w,"Vania Ice - Narahezagiwe ft B face, Dj Paulin (Official audio video)","When Dancehall meets Gospel in Burundi, this time around Vania Ice alongside B Face on the Flo Rap Commando reveals a new face. 
 Narahezagiwe”I’ve been blessed” her new single.
For she has been blessed, she doesn’t focus on background noise makers.
They live with mockers on a daily  basis but the God we serve is the Great AM. 
Our blessings are rooted in Prayer, they can not be up rooted by their hands.
They stay behind us.
Thanks to the prayer, it helped me turn the situation around.
They don’t cease to write us off but when God surprises us He catches them off guard.

Narahezagiwe was produced by Amir Pro in MA Production and directed by Landry SB and in Grand Pictures production.

Follow Vania Ice on :
https://www.facebook.com/mvpvania
https://www.instagram.com/mvpvania/
https://www.youtube.com/@mvpvania
https://www.tiktok.com/@mvpvania","{'default': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/2GJKDs7Xhms/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Vania Ice,"['bface', 'vaniaice', 'burundi', 'djpaulin', 'rwanda']",10,none,"{'title': 'Vania Ice - Narahezagiwe ft B face, Dj Paulin (Official audio video)', 'description': 'When Dancehall meets Gospel in Burundi, this time around Vania Ice alongside B Face on the Flo Rap Commando reveals a new face. \n Narahezagiwe”I’ve been blessed” her new single.\nFor she has been blessed, she doesn’t focus on background noise makers.\nThey live with mockers on a daily  basis but the God we serve is the Great AM. \nOur blessings are rooted in Prayer, they can not be up rooted by their hands.\nThey stay behind us.\nThanks to the prayer, it helped me turn the situation around.\nThey don’t cease to write us off but when God surprises us He catches them off guard.\n\nNarahezagiwe was produced by Amir Pro in MA Production and directed by Landry SB and in Grand Pictures production.\n\nFollow Vania Ice on :\nhttps://www.facebook.com/mvpvania\nhttps://www.instagram.com/mvpvania/\nhttps://www.youtube.com/@mvpvania\nhttps://www.tiktok.com/@mvpvania'}",,,10,Vania Ice,419293,12900,TZ
58752,2461,0,231,2021-11-26 06:00:10,UCkyBtxQh0H5yOU5RjtHNr-w,VANIA ICE   LATER (Official music video),"#later #vaniaice #burundian
Stream & Download LATER : https://bfan.link/later-by-vania-ice
Vania Ice's 'Later' out now : https://youtu.be/XkPmKq1wG1c
Written by Vania Ice 
Song Produced By Trick On the beat
Video Directed by Landry SB under Grand Pictures
DOP : KEVIN CAMPOS
ASSISTANT DIRECTOR : KARIM ALABA &  EVRANO 
LOCATION MANAGER : G-BO BANGALIZER
SET DESIGNER ESTIME KUR & EVRANO
 SET DESIGNER  ASSISTANT  : KARIM ALABA ,KEVIN CAMPOS
Dressed : KIMORA
Makeup : KIMORA
Location: Burundi - (Inkuba fitness & Zanzi Bar)
Enjoy The Vibe!
Follow Vania Ice on :
Instagram : https://www.instagram.com/vania_ice/
Facebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage","{'default': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Vania Ice,"['Vania Ice', 'vania', 'ice', 'later', 'Ihela']",10,none,"{'title': 'VANIA ICE   LATER (Official music video)', 'description': ""#later #vaniaice #burundian\nStream & Download LATER : https://bfan.link/later-by-vania-ice\nVania Ice's 'Later' out now : https://youtu.be/XkPmKq1wG1c\nWritten by Vania Ice \nSong Produced By Trick On the beat\nVideo Directed by Landry SB under Grand Pictures\nDOP : KEVIN CAMPOS\nASSISTANT DIRECTOR : KARIM ALABA &  EVRANO \nLOCATION MANAGER : G-BO BANGALIZER\nSET DESIGNER ESTIME KUR & EVRANO\n SET DESIGNER  ASSISTANT  : KARIM ALABA ,KEVIN CAMPOS\nDressed : KIMORA\nMakeup : KIMORA\nLocation: Burundi - (Inkuba fitness & Zanzi Bar)\nEnjoy The Vibe!\nFollow Vania Ice on :\nInstagram : https://www.instagram.com/vania_ice/\nFacebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage""}",,,10,Vania Ice,419293,12900,TZ
58752,2461,0,231,2021-11-26 06:00:10,UCkyBtxQh0H5yOU5RjtHNr-w,VANIA ICE   LATER (Official music video),"#later #vaniaice #burundian
Stream & Download LATER : https://bfan.link/later-by-vania-ice
Vania Ice's 'Later' out now : https://youtu.be/XkPmKq1wG1c
Written by Vania Ice 
Song Produced By Trick On the beat
Video Directed by Landry SB under Grand Pictures
DOP : KEVIN CAMPOS
ASSISTANT DIRECTOR : KARIM ALABA &  EVRANO 
LOCATION MANAGER : G-BO BANGALIZER
SET DESIGNER ESTIME KUR & EVRANO
 SET DESIGNER  ASSISTANT  : KARIM ALABA ,KEVIN CAMPOS
Dressed : KIMORA
Makeup : KIMORA
Location: Burundi - (Inkuba fitness & Zanzi Bar)
Enjoy The Vibe!
Follow Vania Ice on :
Instagram : https://www.instagram.com/vania_ice/
Facebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage","{'default': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/XkPmKq1wG1c/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Vania Ice,"['Vania Ice', 'vania', 'ice', 'later', 'Ihela']",10,none,"{'title': 'VANIA ICE   LATER (Official music video)', 'description': ""#later #vaniaice #burundian\nStream & Download LATER : https://bfan.link/later-by-vania-ice\nVania Ice's 'Later' out now : https://youtu.be/XkPmKq1wG1c\nWritten by Vania Ice \nSong Produced By Trick On the beat\nVideo Directed by Landry SB under Grand Pictures\nDOP : KEVIN CAMPOS\nASSISTANT DIRECTOR : KARIM ALABA &  EVRANO \nLOCATION MANAGER : G-BO BANGALIZER\nSET DESIGNER ESTIME KUR & EVRANO\n SET DESIGNER  ASSISTANT  : KARIM ALABA ,KEVIN CAMPOS\nDressed : KIMORA\nMakeup : KIMORA\nLocation: Burundi - (Inkuba fitness & Zanzi Bar)\nEnjoy The Vibe!\nFollow Vania Ice on :\nInstagram : https://www.instagram.com/vania_ice/\nFacebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage""}",,,10,Vania Ice,419293,12900,TZ
64868,2562,0,247,2022-03-04 08:31:35,UCkyBtxQh0H5yOU5RjtHNr-w,Vania Ice - Sinshaka (Official video),"Music Video by Vania Ice performing Sinshaka.

Stream & Download: https://bfan.link/sinshaka-4

Produced by Kolly da Magic
Directed by Landry SB

Follow Vania Ice on :

Instagram : https://www.instagram.com/vania_ice/
Facebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage","{'default': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Vania Ice,"['burundi', 'vania', 'love songs', 'cheating', 'official video', 'Vania Ice', 'official video Burundi', 'Couple burundi', 'Marriage Burundi', 'sinshaka']",10,none,"{'title': 'Vania Ice - Sinshaka (Official video)', 'description': 'Music Video by Vania Ice performing Sinshaka.\n\nStream & Download: https://bfan.link/sinshaka-4\n\nProduced by Kolly da Magic\nDirected by Landry SB\n\nFollow Vania Ice on :\n\nInstagram : https://www.instagram.com/vania_ice/\nFacebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage'}",,,10,Vania Ice,419293,12900,TZ
64868,2562,0,247,2022-03-04 08:31:35,UCkyBtxQh0H5yOU5RjtHNr-w,Vania Ice - Sinshaka (Official video),"Music Video by Vania Ice performing Sinshaka.

Stream & Download: https://bfan.link/sinshaka-4

Produced by Kolly da Magic
Directed by Landry SB

Follow Vania Ice on :

Instagram : https://www.instagram.com/vania_ice/
Facebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage","{'default': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/gGRSsPVL8f4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Vania Ice,"['burundi', 'vania', 'love songs', 'cheating', 'official video', 'Vania Ice', 'official video Burundi', 'Couple burundi', 'Marriage Burundi', 'sinshaka']",10,none,"{'title': 'Vania Ice - Sinshaka (Official video)', 'description': 'Music Video by Vania Ice performing Sinshaka.\n\nStream & Download: https://bfan.link/sinshaka-4\n\nProduced by Kolly da Magic\nDirected by Landry SB\n\nFollow Vania Ice on :\n\nInstagram : https://www.instagram.com/vania_ice/\nFacebook : https://www.facebook.com/Vania_Ice-231936208788910/?ref=pages_you_manage'}",,,10,Vania Ice,419293,12900,TZ
