video_id,title,channel_id,description,tags,published_at,duration,view_count,like_count,comment_count,categories,duration_seconds,producers,directors
nLhpYv_P3zk,Koma by @DjLewisOfficiel feat @TreyZoRappyBoy,UCMrF7OdgLb18wjk8U-wB5sg,,[],2022-11-24 17:31:36+00:00,PT11S,3100,92,0,"['Hip Hop Music', 'Music', 'Music Of Asia']",11.0,[],[]
MK2XHUncH0U,Trey Zo & Rappy Boy - Bigi Bigi feat Berry Music(Official music video),UCMrF7OdgLb18wjk8U-wB5sg,"#bigibigi #yooh #papiculo #treyzorappyboy 
.
Stream this music: https://treyzorappyboy.fanlink.to/hBuj
.
Directed by John Elarts
Produced by X Fecta (New Era Music)
Styled by Kay Mars
Casting: Alizee, Joyeux(The Giant), Zameer, Oli Saint, Dj Bullot, Dj Philbyte (Runtown Djs)
Dancers: Andy Breezy, Samamdari, Davido","['trey zo', 'rappy boy', '2022', 'yooh', 'berry music', 'burundian hitsongs']",2022-06-30 17:24:06+00:00,PT3M39S,176513,8084,735,"['Hip Hop Music', 'Music', 'Pop Music']",219.0,[],[]
SBupxUQTBtM,"Trey Zo & Rappy Boy - Yooh Remix ft Double Jay, Kirikou Akili and Dj Philbyte ( Official Video )",UCMrF7OdgLb18wjk8U-wB5sg,"Audio Produced by X-Fecta
Video Directed by John Elarts
Style by Kay Mars, Rampage candy & World Fashion

Stream: https://nogufatanokuyooh.fanlink.to/hBuw",[],2021-11-27 17:16:09+00:00,PT3M37S,1531170,18568,905,"['Hip Hop Music', 'Music', 'Pop Music']",217.0,[],[]
CpWnprH7FU0,Trey Zo x Rappy Boy Yooh (Official audio&video),UCMrF7OdgLb18wjk8U-wB5sg,"Audio : by X fecta  / New era entertainment
Video : by Landry SB / Grand Pictures
Style : by Kay Mars / Kay Mars Shop 
watches & sunglasses by House of watch 257
Stream #yooh : https://yooh.fanlink.to/hBuP",['#treyzo #rappyboy #thisisbooroondee'],2021-09-04 16:00:16+00:00,PT3M2S,728707,12721,799,"['Hip Hop Music', 'Music', 'Pop Music']",182.0,[],[]
PioJhH7bBCw,Papichulo  Trey Zo X Rappy Boy (Official_lyrics_video),UCMrF7OdgLb18wjk8U-wB5sg,"#papiculo #treyzorappybo
Official Music Video : https://www.youtube.com/watch?v=ZrcbX8UyIWo
Stream #papiculo : https://treyzorappyboy.fanlink.to/hBuJ",[],2021-04-23 15:45:16+00:00,PT3M20S,9246,662,23,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",200.0,[],[]
CSKIibQvOLg,HBD(Official audio) by 13zo & Lank,UCMrF7OdgLb18wjk8U-wB5sg,Produced by F done it & Trick on da beat,[],2017-11-22 23:07:55+00:00,PT3M43S,2207,179,18,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music', 'Reggae']",223.0,[],[]
VkcdVQKdH_s,El Pro - Cousine ( Official Visualisez ),UCRuEBttZI9Q3oWwyj9F0byg,"video by pops 
Audio by Ivan Pro 
stylist: Fafa fashion",[],2023-02-14 16:09:52+00:00,PT3M54S,74295,7782,1342,"['Hip Hop Music', 'Music', 'Music Of Asia']",234.0,[],[]
IMsCrfwwudE,EL PRO - NDI MUNYISHU (Official Music Video),UCRuEBttZI9Q3oWwyj9F0byg,"#NDIMUNYISHU
#ELPRO
#BURUNDI

Official Music Video of ""Ndi Munyishu""
performed by EL PRO
Video by Pops 
Audio by X-fecta
Stylist: Fafa fashion +257 69 688 108
Lyrics
..........
Intro:
Mamba , El Pro , EL Pistola
Ubu ndi Munyishu narahezagiwe reka nanje mpezagire

 Chorus :
Horana umukama , yongere ahorane nawe
Horana amahera , yongere ahorane namwe
Horana ama dili (deal) , yongere ahorane nawe
Horana amacupa y'inzoga , yongere ahorane namwe
Aba baya ucubabwira uti Ubu ndi munyishu
Raba uko ntagase ubu ndi munyishu
Ndaba I taille n'ingidi ubu ndi munyishu
Raba uko ntamba ubu ndi munyishu
Kata,mfise  inoti ubu ndi munyishu
Barira umu ex t'ubu ndi munyishu
Mfise icana kimurenze ubu ndi munyishu
Ku-ba-di-da Ubu ndi munyishu

Verse 1 :
Aaaah Ubu ndi munyishu uwanyipfurije inabi ubu niwe ari mu kamashu
Aaaah Ubu ndi munyishu naya demu yanyanka kera ubu impamagara chouchou
Ese mama ngo sinzorongoraaa , ako kanyuma niko kabi
Ngo nzama nd'imbwa yumusore isuma kumadenderaa
Ako kanyuma niko kabi
Ubu ndi ndi mugisubizo , mutazompa ishano
Ndiko nrya show n'abajama , mutazompa ishano
Ndiko mbwira aba baya , mutazompa ishano
Mpezagire i gee abansi nume mutazompa ishano
Chorus
Horana umukama , yongere ahorane nawe
Horana amahera , yongere ahorane namwe
Horana ama dili (deal) , yongere ahorane nawe
Horana amacupa y'inzoga , yongere ahorane namwe
Aba baya ucubabwira uti Ubu ndi munyishu
Raba uko ntagase ubu ndi munyishu
Ndaba I taille n'ingidi ubu ndi munyishu
Raba uko ntamba ubu ndi munyishu
Kata,mfise  inoti ubu ndi munyishu
Barira umu ex t'ubu ndi munyishu
Mfise icana kimurenze ubu ndi munyishu
Ku-ba-di-da Ubu ndi munyishu

Verse 2 :
Aaah  Ng'ubu ndi munyishu ndagara 
Unterefonye sinigera nitaba 
Shaaaa , nkenye k'utigera undondera 
Oya suko banrya z'uranyitondera
Baryoherwa bakubone ukenye , akokanyuma niko kabi
Utwo uronse bakwiyorobekeko baduhekenye , ako kanyuma niko kabi
Ubu ndi ndi mugisubizo , mutazompa ishano
Ndiko nrya show n'abajama , mutazompa ishano
Ndiko mbwira aba baya , mutazompa ishano
Mpezagire i gee abansi nume mutazompa ishano

Chorus:
Horana umukama , yongere ahorane nawe
Horana amahera , yongere ahorane namwe
Horana ama dili (deal) , yongere ahorane nawe
Horana amacupa y'inzoga , yongere ahorane namwe
Aba baya ucubabwira uti Ubu ndi munyishu
Raba uko ntagase ubu ndi munyishu
Ndaba I taille n'ingidi ubu ndi munyishu
Raba uko ntamba ubu ndi munyishu
Kata,mfise  inoti ubu ndi munyishu
Barira umu ex t'ubu ndi munyishu
Mfise icana kimurenze ubu ndi munyishu
Ku-ba-di-da Ubu ndi munyishu
.
.
El pistola , ubu ndi munyishu
Kayanza represento , ubu ndi munyishu .",[],2022-12-15 06:00:51+00:00,PT2M40S,122382,6879,782,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",160.0,[],[]
L5mJpP4kTLk,EL PRO - NTAMYAKIJANA (Official Music Video),UCRuEBttZI9Q3oWwyj9F0byg,"#Ntamyakijana
#Elpro
#Burundi
Offial music video of ""NTAMYAKIJANA""
Performed by EL PRO
Video by POPS
Audio by X-fecta

Follow me on :
.......................
Instagram : El Pro Burundi 
Facebook page : El Pro Burundi
Twitter : El Pro Burundi 
Tiktok: El Pro Burundi 
Snapchat :El pro Burundi 
E-mail : eloge04@gmail.com",[],2022-05-25 06:04:21+00:00,PT3M13S,157163,5707,446,"['Hip Hop Music', 'Music', 'Pop Music']",193.0,[],[]
_BdpKao0pc0,EL PRO  - UMUKENYEZI ( Official Video),UCRuEBttZI9Q3oWwyj9F0byg,"Video by POPS
Audio by IVAN PRO
#mamba
#Elpistola
#kynzrepresento
Follow me on:
 Instagram: EL PRO BURUNDI
Facebook page : El Pro Burundi 
Gmail : eloge04@gmail.com",[],2022-03-06 17:01:08+00:00,PT3M48S,19358,2045,304,"['Music', 'Music Of Asia']",228.0,[],[]
Rt-wFoaR1pU,EL PRO - F**k Valentine's Day (Official Video),UCRuEBttZI9Q3oWwyj9F0byg,"Audio by IVAN PRO
Video by POPS
Follow me on
Instagram: EL PRO BURUNDi
Facebook page : El Pro Burundi
Snapchat : El pro
Gmail : eloge04@gmail.com
Twitter :El Pro Burundi
#nyitamamba
#Elpistola
#kynzarepresento",[],2022-02-11 22:31:55+00:00,PT3M19S,54068,3907,448,"['Hip Hop Music', 'Music']",199.0,[],[]
wsmhGc5QKyU,EL PRO - Fresh {wedding song performance},UCRuEBttZI9Q3oWwyj9F0byg,Fresh...singing for FRESH,[],2022-01-28 08:33:51+00:00,PT3M20S,13579,1063,46,"['Hip Hop Music', 'Music', 'Music Of Asia']",200.0,[],[]
fWqP_CNPkR4,EL PRO - MUGORE (Freestyle Video),UCRuEBttZI9Q3oWwyj9F0byg,"#ELPRO 
#MAMBA
#ELPISTOLA

Video by Pops
Audio by Ivan Pro

follow me on 
......................
Instagram : EL PRO BURUNDI
Facebook page : EL PRO BURUNDI
Gmail : eloge04@gmail.com",[],2021-10-03 10:20:11+00:00,PT3M19S,102081,4783,566,"['Hip Hop Music', 'Music', 'Music Of Asia']",199.0,[],[]
W8fj1NHVZOc,EL PRO - NTAMBIRA [Official Music Video],UCRuEBttZI9Q3oWwyj9F0byg,"#ELPRO
#MAMBA
#ELPISTOLA
El PRO A.K.A MAMBA A.K.A EL PISTOLA
video  by Pops ( Qnother Level Films)
audio by FIG PRO (Master Muzik)
follow me on
......................
Facebook : https://www.facebook.com/El-Pro-Burundi-355003838393680/about/?ref=page_internal
Instagram : https://www.instagram.com/
Twitter : https://mobile.twitter.com/home
Email : eloge04@gmail.com",[],2021-09-03 06:42:08+00:00,PT2M55S,40387,1736,127,"['Hip Hop Music', 'Music', 'Pop Music']",175.0,[],[]
BJQ6ljkfQjw,KORUMUTI - DJ FRANCKISS X EL PRO ( Official Music Video ),UCRuEBttZI9Q3oWwyj9F0byg,"#KORUMUTI
#ELPRO 
#DJFRANCKISS
Official Music VIdeo KORUMUTI
Performed  by EL PRO & DJ FRANCKISS
Shot and Directed by Pops (Another Level Films)
Audio by I Breezy on the beat ( One Way)

Follow EL PRO :
Instagram : https://www.instagram.com/el_pro_burundi/
Facebook page : https://www.facebook.com/El-Pro-Burundi-355003838393680
Email : eloge04@gmail.com",[],2021-04-30 05:15:16+00:00,PT3M,67349,2430,161,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",180.0,[],[]
-CgNPMZVV8U,EL PRO - KONONGO (Official Music Video),UCRuEBttZI9Q3oWwyj9F0byg,"#ELPRO
#MAMBA
#ANOTHERLEVELFILMS

Konongo available https://backl.ink/143548677

El PRO A.K.A MAMBA A.K.A EL PISTOLA
video  by Pops ( another level films)
audio by Ibreazy on the beat (one way )

follow me on
......................
Facebook :https://m.facebook.com/El-Pro-Burundi-355003838393680/?ref=bookmarks
Instagram :https://www.instagram.com/
Twitter :https://mobile.twitter.com/home
Email : eloge04@gmail.com",[],2020-11-18 07:36:59+00:00,PT2M41S,40545,1779,107,"['Hip Hop Music', 'Music', 'Pop Music']",161.0,[],[]
puRkioky0JI,Master - El Pro (Official Music Video) [Fabelove Diss Track],UCRuEBttZI9Q3oWwyj9F0byg,"Directed by Pops ( Another Level Films)
Audio From Keremey pro (Indonyi Record)
Challenge (Fabelov diss track)
Facebook: https://m.facebook.com/El-Pro-Burundi-355003838393680/?ref=bookmarks
Instagram: https://www.instagram.com/",[],2020-05-23 09:54:58+00:00,PT3M48S,43594,2380,207,"['Hip Hop Music', 'Music', 'Music Of Asia']",228.0,[],[]
FQZyrmLQ_4M,EL PRO - SUKO BATURYA (Official Video),UCRuEBttZI9Q3oWwyj9F0byg,"Direced by POPS (Another Level Films)
Audio from master music",[],2020-01-18 20:25:06+00:00,PT3M31S,33880,1496,72,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",211.0,[],[]
JoWfVqGahLM,SUKO BATURYA by EL PRO,UCRuEBttZI9Q3oWwyj9F0byg,Prod by Lil Evry Pro from Mustermusic,[],2019-07-30 12:43:35+00:00,PT3M37S,3437,137,21,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",217.0,[],[]
tI08ct0qUdw,NKIRI MUZIMA By EL PRO (Official audio),UCRuEBttZI9Q3oWwyj9F0byg,Gira ico umariye umuntu akiri muzima ntuzuhengere apfuye ngo ab'ariho urira uvuga ko umukunda utabimweretse akiri muzima,[],2018-12-03 15:06:41+00:00,PT4M6S,5300,344,26,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",246.0,[],[]
2cezN21iS_g,AHA N'AHA By EL FLEX TEAM { EL PRO & FLEX }_OFFICIAL AUDIO,UCRuEBttZI9Q3oWwyj9F0byg,AHA N'AHA_EL FLEX TEAM { EL PRO & FLEX },[],2018-06-14 05:34:16+00:00,PT3M6S,985,54,2,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Music Of Latin America']",186.0,[],[]
Lg6-YrA2KUM,Naraguhanuye by El Flex Team (El Pro&Flex)__official audio,UCRuEBttZI9Q3oWwyj9F0byg,El Pro & Flex (EL FLEX TEAM),[],2018-04-24 08:39:38+00:00,PT3M31S,1372,81,8,"['Hip Hop Music', 'Music', 'Music Of Asia']",211.0,[],[]
POL7kftD9KQ,MERCI BUJA FM by EL FLEX TEAM,UCRuEBttZI9Q3oWwyj9F0byg,EL FLEX TEAM(EL PRO & FLEX),[],2018-03-03 20:24:10+00:00,PT6M44S,1257,71,5,"['Hip Hop Music', 'Music', 'Music Of Asia']",404.0,[],[]
el1xON6Jdmo,Urarya bébé by El Pro ft Terry West,UCRuEBttZI9Q3oWwyj9F0byg,Indundi.com,[],2017-07-16 07:12:29+00:00,PT3M25S,2457,119,4,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Music Of Latin America', 'Pop Music']",205.0,[],[]
-fBtq5kunqM,Need New Enemies,UCqFJ9aC_2uHG6c9YRnAW5zA,,[],2023-02-17 11:50:33+00:00,PT16S,1685,217,21,[],16.0,[],[]
wj2LeRoGTEQ,Street of Rabat 🤗,UCqFJ9aC_2uHG6c9YRnAW5zA,,[],2023-02-09 10:40:57+00:00,PT14S,1591,229,25,['Lifestyle (Sociology)'],14.0,[],[]
Sd6mrp10Zr0,Big Fizzo - Ubusa (Official Video),UCqFJ9aC_2uHG6c9YRnAW5zA,"#bigfizzo #bantubwoy #burundi #ubusa 
Big Fizzo - Ubusa (Official Video)
Audio produced and Arranged by  Peniel Pro under Bantubwoy Entertainment
Video Directed by John Elarts
Thanks To Oscar Fashion, 
Stream ""Ubusa"" on all digital platforms 
"" https://onerpm.link/285856269630 ""
****************************************
For Booking: bantubwoyent@gmail.com 
tel: +25768362824 
Facebook: https://www.facebook.com/bigfizzo1
Instagram: https://www.instagram.com/bigfizzo/
Twitter: https://twitter.com/bigfizzo1
Tiktok: https://www.tiktok.com/@bigfizzo 

Burundi - Bujumbura","['#musicvideo', '#musicvideos', '#newmusicvideo', '#bestmusicvideo', '#musicvideoshoot', '#punjabimusicvideo', '#rapmusicvideo', '#officialmusicvideo', '#musicvideoproduction', '#hiphopmusicvideo', '#musicvideoclip', '#memusicvideo', '#instamusicvideo', '#musicvideoeditor', '#perfectmusicvideo', '#livemusicvideo', '#countrymusicvideo', '#readyforitmusicvideo', '#musicvideoproducer', '#slimemusicvideo', '#lovermusicvideo', '#musicvideoshooting', '#bigfizzo', '#eastafricamusic', '#bujaflava', '#bongoflava', '#africanmusic', '#rnb', '#afromusic', '#teambantubwoy']",2023-02-03 17:22:30+00:00,PT4M32S,42937,2259,172,"['Music', 'Pop Music']",272.0,[],[]
WEeaoHGvP1Q,Big Fizzo - Stein (Official Video),UCqFJ9aC_2uHG6c9YRnAW5zA,"#bigfizzo #bantubwoy #burundi #stein 
Big Fizzo - Stein (Official Video)
Audio produced and Arranged by  EndoMike The Machine under Bantubwoy Entertainment
Video Directed and Edited by John Elarts  
Stream ""Stein"" on all digital platforms 
"" https://onerpm.link/715115438302 ""
****************************************
For Booking: bantubwoyent@gmail.com 
tel: +25768362824 
Facebook: https://www.facebook.com/bigfizzo1
Instagram: https://www.instagram.com/bigfizzo/
Twitter: https://twitter.com/bigfizzo1
Tiktok: https://www.tiktok.com/@bigfizzo 

Burundi - Bujumbura","['#musicvideo', '#musicvideos', '#newmusicvideo', '#bestmusicvideo', '#musicvideoshoot', '#officialmusicvideo', '#musicvideoproduction', '#hiphopmusicvideo', '#musicvideoclip', '#instamusicvideo', '#kpopmusicvideo', '#animemusicvideos', '#livemusicvideo', '#delicatemusicvideo', '#countrymusicvideo', '#musicvideodirectors', '#readyforitmusicvideo', '#musicvideoproducer', '#musicvideocomingsoon', '#slimemusicvideo', '#lovermusicvideo', '#musicvideoshooting', '#bigfizzo', '#africanmusic', '#eastafricanmusic', '#bujaflava', '#bongoflava', 'trapmusic', '#teambantubwoy', '#afrobeat']",2023-02-03 17:22:07+00:00,PT3M52S,4050,451,53,"['Electronic Music', 'Hip Hop Music', 'Music', 'Pop Music']",232.0,[],[]
kWLMn-VuY1o,Unboxing My Silver Play Button 🤗🥰 | Thank Y'all 🙏  #shorts #youtubeshorts  #youtubecreatorawards,UCqFJ9aC_2uHG6c9YRnAW5zA,,[],2023-02-03 13:38:18+00:00,PT1M1S,1674,225,36,"['Hip Hop Music', 'Lifestyle (Sociology)', 'Technology']",61.0,[],[]
yLLYx7s546s,Big Fizzo - Umudodo (Official Video),UCqFJ9aC_2uHG6c9YRnAW5zA,"#bigfizzo #bantubwoy #burundi #umudodo
Big Fizzo - Umudodo (Official Video)
Audio produced by Big Fizzo and Peniel Pro under Bantubwoy Entertainment
Arrangement by Big Fizzo
Video Directed by Andylair
Writter : Big Fizzo 
Thanks To Dj Saido 
Stream the audio ""Umudodo"" on all digital platforms "" https://onerpm.link/706712331900 ""
For Booking: bantubwoyent@gmail.com 
tel: +25768362824 
Facebook: https://www.facebook.com/bigfizzo1
Instagram: https://www.instagram.com/bigfizzo/
Twitter: https://twitter.com/bigfizzo1
Tiktok: https://www.tiktok.com/@bigfizzo 

Burundi - Bujumbura","['#musicvideo', '#musicvideos', '#bestmusicvideo', '#musicvideoshoot', '#musicvideodirector', '#rapmusicvideo', '#officialmusicvideo', '#musicvideoproduction', '#hiphopmusicvideo', '#musicvideoclip', '#instamusicvideo', '#perfectmusicvideo', '#livemusicvideo', '#musicvideodirectors', '#readyforitmusicvideo', '#musicvideoproducer', '#newmusicvideos', '#ishootmusicvideos', '#musicvideocomingsoon', '#slimemusicvideo', '#lovermusicvideo', '#musicvideoshooting', '#burundimusic', '#eastafricamusic', '#bujaflava', '#bongoflava', '#teambantubwoy', '#playburundianmusic', '#lovemusic']",2023-01-26 14:24:50+00:00,PT3M57S,50744,2765,251,"['Hip Hop Music', 'Music', 'Pop Music']",237.0,[],[]
ZELMbmAQY7k,Truth Or Dare Remix - Davis D x Big Fizzo,UCqFJ9aC_2uHG6c9YRnAW5zA,,[],2023-01-25 18:38:56+00:00,PT16S,3153,397,19,"['Hip Hop Music', 'Music']",16.0,[],[]
qI06EgeFxAA,Big Fizzo - You (Official Video Lyrics),UCqFJ9aC_2uHG6c9YRnAW5zA,"#bigfizzo #bantubwoy #burundi #you 
Big Fizzo - You (Official Video Lyrics)
Audio produced by X-Fecta
Video directed by John Elarts Under Bantubwoy EntertainmentL
Listen to ""You"" On all Digital platforms: https://onerpm.link/837324384507
For Booking: bantubwoyent@gmail.com","['#music', '#burundi', '#afrobeat', '#bujaflava', '#following', '#bantubwoy', '#youtube', '#label', '#bigfizzo', '#worldmusic', '#singer', '#musiquedumonde', '#song', '#melody', '#goodmusic', '#bestsong', '#jam', '#party', '#concert', '#musiclive', '#karaoke', '#rnb', '#tiktok', '#musicvideo', '#musicproducer', '#dance', '#dj', '#artist', '#like', '#genre', '#bongoflava', '#nigeria', '#tanzania', '#rwanda', '#kenya', '#eastafricamusic', '#playburundianmusic']",2023-01-25 14:15:15+00:00,PT2M49S,20085,1918,163,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",169.0,[],[]
8ifJEaA3byE,les résultats quand tu fais un bon son 🙌🙌🙌🙏🙏 #You #bigfizzo @bigfizzoofficial,UCqFJ9aC_2uHG6c9YRnAW5zA,,[],2023-01-24 11:34:16+00:00,PT1M1S,1391,215,29,"['Hip Hop Music', 'Music']",61.0,[],[]
